course,code,meaning_2026_27,meaning_2027_28
grade-07,7.42,"Explain humanism, and describe how Thomas Aquinas's writings influenced humanistic thought and fostered a balance between reason and faith.","Identify the importance of Florence, Italy, and the Medici Family in the early stages of the Renaissance, including the role of patronage."
grade-07,7.43,"Explain the development of Renaissance art, including the significance of: • Leonardo da Vinci • Michelangelo • William Shakespeare • Systems of patronage","Define humanism, and explain how maintaining a balance between faith and reason influenced Renaissance thinkers."
grade-07,7.44,"Analyze Johannes Gutenberg's printing press and William Tyndale's translation of the Bible into the English language as vehicles for the spread of books, growth of literacy, and dissemination of knowledge.","Analyze the development of Renaissance art, including the significance of: • Leonardo da Vinci (e.g., Last Supper, Mona Lisa) • Michelangelo (e.g., Sistine Chapel, The David) • Filippo Brunelleschi (e.g., Florence Cathedral Dome, linear perspective) • William Shakespeare (e.g., literature, language, and plays)"
grade-07,7.45,"Explain the significant causes of the Protestant Reformation, including: the Catholic Church's taxation policies, the selling of indulgences, and Martin Luther's 95 Theses.","Analyze Johannes Gutenberg’s printing press and William Tyndale’s translation of the Bible into the English language as vehicles for the spread of books, growth of literacy, and dissemination of knowledge."
grade-07,7.46,"Analyze the development of the Protestant Reformation and the split with the Catholic Church, including: the emphasis on scripture alone, salvation by faith, and predestination.","Explain the significant causes of the Protestant Reformation, including the Catholic Church’s taxation policies, the selling of indulgences, and Martin Luther’s 95 Theses."
grade-07,7.47,Explain the political and religious roles of Henry VIII and Mary I in England's transition between Catholicism and Protestantism.,"Analyze the development of the Protestant Reformation and the split with the Catholic Church, including the emphasis on scripture alone, salvation by faith, and predestination (e.g., John Calvin)."
grade-07,7.48,"Analyze how the Catholic Counter-Reformation emerged as a response to Protestantism and revitalized the Catholic Church, including the significance of: St. Ignatius of Loyola, the Jesuits, and the Council of Trent.","Explain the political and religious roles of Henry VIII, Mary I, and Elizabeth I in England's transition between Catholicism and Protestantism."
grade-07,7.50,"Compare and contrast heliocentric and geocentric theories of the Greeks (geocentric), Copernicus (heliocentric), and Kepler (elliptical orbits).","Analyze how the Catholic Counter-Reformation emerged as a response to Protestantism and revitalized the Catholic Church, including the significance of St. Ignatius of Loyola, the Jesuits, and the Council of Trent."
grade-07,7.51,"Examine Galileo Galilei's theories and improvement of scientific tools, including the telescope and microscope.","Compare and contrast scientific theories of the Greeks (i.e., geocentric), Copernicus (i.e., heliocentric), and Kepler (i.e., elliptical orbits)."
grade-07,7.52,Explain the significance of the following in regards to the Scientific Revolution: Sir Francis Bacon in establishing the scientific method and Sir Isaac Newton's three Laws of Motion.,"Examine Galileo Galilei’s theories and improvement of scientific tools, including the telescope and microscope."
grade-07,7.53,"Identify and locate the geographical features of the Americas, including: • Andes Mountains • Appalachian Mountains • Atlantic Ocean • Caribbean Sea • Central Mexican Plateau • Great Plains • Gulf of Mexico • Mississippi River • North America • Pacific Ocean • Rocky Mountains • South America • Yucatan Peninsula",Explain the significance of the following in regards to the Scientific Revolution: Sir Francis Bacon in establishing the scientific method and Sir Isaac Newton’s three Laws of Motion.
grade-07,7.54,"Explain the impact of geographic features on North American Indian cultures (i.e., Northeast, Southeast, and Plains), including: clothing, housing, and agriculture.","Identify and locate on a map the geographical features of the Americas, including: • Andes Mountains • Appalachian Mountains • Atlantic Ocean • Caribbean Sea • Central Mexican Plateau • Great Plains • Gulf of Mexico • Mississippi River • North America • Pacific Ocean • Rocky Mountains • South America • Yucatan Peninsula"
grade-07,7.55,"Describe the existence of diverse networks of North American Indian cultures (within present-day United States) including: varied languages, customs, and economic and political structures.","Explain the impact of geographic features on North American Indian cultures (i.e., Northeast, Southeast, Plains, Southwest, Pacific Northwest), including clothing, housing, and agriculture."
grade-07,7.56,"Explain the impact of geographic features and climate on the agricultural practices and settlement of the Maya, Aztec, and Incan civilizations.","Describe the existence of diverse networks of North American Indian cultures and sovereign nations (within present-day United States), including varied languages, customs, and economic and political structures."
grade-07,7.57,"Describe the social, economic, and political characteristics of the Maya, Aztec, and Incan civilizations, including: oral traditions, class structures, religious beliefs, slavery, and advancements (e.g., astronomy, mathematics, and calendar).","Explain the impact of geographic features and climate on the agricultural practices and settlement of the Maya, Aztec, and Incan civilizations."
grade-07,7.58,"Analyze why European countries were motivated to explore the world, including: religion, political rivalry, and economic gain (i.e., mercantilism).","Describe the social, economic, and political characteristics of the Maya, Aztec, and Incan civilizations, including oral traditions, class structures, religious beliefs, slavery, and advancements (e.g., astronomy, mathematics, and calendar)."
grade-07,7.59,"Identify the significance of the voyages and routes of discovery of the following explorers by their sponsoring country: • England: Henry Hudson • France: Jacques Cartier • Portugal: Vasco da Gama, Bartolomeu Dias • Spain: Christopher Columbus, Hernando de Soto, Ferdinand Magellan, Amerigo Vespucci","Describe Prince Henry the Navigator’s influence on exploration, voyages, cartographic improvements, and tools related to exploration (i.e., compass, caravel, astrolabe) during the Age of Discovery."
grade-07,7.60,"Describe Prince Henry the Navigator's influence on exploration, voyages, cartographic improvements, and tools related to exploration (i.e., compass, caravel, astrolabe, and Harrison's chronometer) during the Age of Discovery.","Analyze why European countries were motivated to explore the world, including religion, political rivalry, and economic gain (i.e., mercantilism)."
grade-07,7.61,"Locate and identify French, Spanish, English, Portuguese, and Dutch colonies in the Americas, and explain how religion impacted the location of settlement by each country.","Explain the significance of the voyages and routes of discovery of the following explorers by their sponsoring country: • England: Henry Hudson • France: Jacques Cartier • Portugal: Vasco da Gama, Bartolomeu Dias • Spain: Christopher Columbus, Hernando de Soto, Ferdinand Magellan, Amerigo Vespucci"
grade-07,7.62,"Describe how the Aztec and Inca empires were eventually defeated by Spanish Conquistadors (i.e., Hernan Cortes and Francisco Pizarro).","Identify on a map French, Spanish, English, Dutch and Portuguese colonies in the Americas, and describe how the distributions of religions (e.g., Catholic and Protestant) in Europe affected the distribution of religions and colonization in the New World."
grade-07,7.63,Locate and identify the European regions that remained Catholic and those that became Protestant and how that division affected the distribution of religions in the New World.,"Explain the impact of the Columbian Exchange on people, plants, animals, technology, culture, ideas, and diseases among Europe, Africa, Asia, and the Americas in the 15th and 16th centuries, and examine the major economic and social effects on each continent."
grade-07,7.64,"Explain the impact of the Columbian Exchange on people, plants, animals, technology, culture, ideas, and diseases among Europe, Africa, Asia, and the Americas in the 15th and 16th centuries, and examine the major economic and social effects on each continent.","Describe how the Aztec and Inca empires were eventually defeated by Spanish Conquistadors (i.e., Hernan Cortes and Francisco Pizarro)."
grade-08,8.01,"Explain the founding and development of Jamestown as the first permanent English colony, its early struggles, the economic and political structure, and role of the Powhatan people.","Compare and contrast the British, Dutch, French, and Spanish colonies in North America, including their geographic location, economic focus, and treatment of American Indians."
grade-08,8.02,"Explain the founding and development of the Plymouth Colony, including the significance of: the Mayflower Compact, interactions with Squanto, and the role of religious freedom.",Explain the religious and/or economic motivations for the founding of the Thirteen English Colonies.
grade-08,8.03,"Explain the founding and development of the Massachusetts Bay Colony, including the significance of:
• Anne Hutchinson
• Role of theocracy
• Salem Witch Trials
• Town meetings","Describe hardships experienced by the early colonists, including the first years of the Jamestown and Plymouth colonies."
grade-08,8.04,"Explain the motivation for and the founding of the Rhode Island and Connecticut Colonies, including the roles of Roger Williams and Thomas Hooker.","Identify and locate on a map the physical and political features of the Thirteen English Colonies, including: • Location of each colony • Three colonial regions (i.e., New England, Middle, and Southern) • Mississippi River • Appalachian Mountains • Ohio River"
grade-08,8.05,"Analyze the economic motivation for the Dutch founding New Netherlands, the diverse population of the colony, and the transition to the English colony of New York.","Compare and contrast the religious groups in the Thirteen English Colonies, including the Puritans and the Quakers."
grade-08,8.06,"Analyze the founding of Pennsylvania as a haven for Quakers and the tolerance that drew many different groups to the colony, including the significance of:
• William Penn
• Philadelphia
• Relationship with American Indians
• Role of women","Compare types of government in the Thirteen English Colonies, including self-government, representative government, and theocracy."
grade-08,8.07,"Explain the reasons behind the settlement of the Georgia Colony, including: its designation as a “debtor” colony, its function as a “buffer” colony, and the role of James Oglethorpe in its founding.","Explain the development of democratic ideologies that developed in the Thirteen English Colonies, including expansion of voting rights (e.g., Connecticut), freedom of religion, town meetings, and separation of church and state (e.g., Rhode Island)."
grade-08,8.08,"Locate and identify the Thirteen Colonies, and describe how their location and geographic features influenced regional economic development.","Describe the three colonial regions, and explain the relationship between the geography and economy in the development of each area (e.g., resources and industries)."
grade-08,8.09,"Compare and contrast the locations and goals of British, French, and Spanish settlements in North America.","Describe the labor systems of the colonial period, including indentured servants, apprenticeships, and African enslavement."
grade-08,8.10,"Identify the origins and development of slavery in the colonies, overt and passive resistance to enslavement, and the Middle Passage.","Examine the origins and growth of African enslavement in the colonies, including the conditions of the Middle Passage, the impact of Bacon’s Rebellion, and the slave codes."
grade-08,8.11,"Describe the significance of the First Great Awakening, including its role in unifying the colonies and the growth of religious tolerance.",Explain the economic impact of the triangular trade.
grade-08,8.12,Explain the Navigation Acts and the policy of mercantilism.,"Describe the significance of the First Great Awakening, including its role in unifying the colonies and the growth of religious tolerance."
grade-08,8.14,"Explain the political contributions of Benjamin Franklin to the U.S., including the ""Join or Die"" cartoon and Albany Plan of Union.",Identify the influence of the Cumberland Gap in the settling of Tennessee.
grade-08,8.15,"Analyze the social, political, and economic causes of the events and groups of the American Revolution, including:
• The Quartering Act, 1765
• The Stamp Act, 1765
• The Declaratory Act, 1766
• The Townshend Acts, 1767
• The Boston Massacre, 1770
• The Boston Tea Party, 1773
• Intolerable/Coercive Acts, 1774
• Sons of Liberty","Analyze the influence of Benjamin Franklin as a revolutionary thinker, including the ""Join or Die"" cartoon, the Albany Plan of Union, and serving as an ambassador."
grade-08,8.16,Explain the historical purposes and consequences of Thomas Paine's Common Sense.,"Analyze the events, ideas, and groups that led to the American Revolution, including: • Mercantilism • Navigation Acts • The Sugar Act, 1764 • The Quartering Act, 1765 • The Stamp Act, 1765 • The Boston Massacre, 1770 • The Boston Tea Party, 1773 • Intolerable/Coercive Acts, 1774 • Sons of Liberty • “taxation without representation” • Influence of colonial protests (e.g., boycotts)"
grade-08,8.18,Explain the historical and present-day significance of the Declaration of Independence. (T.C.A. § 49-6-1028),Explain the historical purposes and consequences of Thomas Paine's Common Sense.
grade-08,8.19,Compare and contrast the points of view of Loyalists and Patriots.,"Analyze and interpret the Declaration of Independence, and determine the historical and present-day significance of the document. (T.C.A. 49-6-1028)"
grade-08,8.20,"Locate and explain the significance of the following during the American Revolution:
• Struggles of the Continental Army
• Battles of Trenton and Princeton
• Battle of Kings Mountain
• Battle of Saratoga
• Battle of Yorktown
• Guerrilla warfare","Examine various perspectives of men and women during the American Revolution including, loyalists, patriots, neutral colonists, and persons of African descent."
grade-08,8.21,"Analyze the strengths and weaknesses of the Articles of Confederation, and describe the Land Ordinance of 1785, the Northwest Ordinance of 1787, the Northwest Territory, the Lost State of Franklin, and Shays’ Rebellion.","Identify and explain the significance of the following during the American Revolution: • Struggles of the Continental Army (e.g., Valley Forge) • Battles of Trenton and Princeton • Battle of Kings Mountain • Battles of Saratoga • Battle of Yorktown • Guerrilla warfare"
grade-08,8.22,"Describe the roles of James Madison and George Washington during the Constitutional Convention, and analyze the major issues debated, including the Great Compromise and the Three-Fifths Compromise. (T.C.A. § 49-6-1028)","Describe the significance of the Northwest Ordinance of 1787 and its impact on the process of gaining statehood, the spread of public education, and the banning of slavery in the territory."
grade-08,8.23,"Examine the principles and purposes of government articulated in the Preamble and principles stated in the Constitution, including: the separation of powers, federalism, and checks and balances. (T.C.A. § 49-6-1028)","Identify the Articles of Confederation as America’s first constitution, and explain its weaknesses as exemplified by: • Government structure (e.g., one branch, no power to tax) • The Lost State of Franklin • Shays’ Rebellion"
grade-08,8.24,"Describe the conflict between Federalists and Anti-Federalists over the ratification of the Constitution, including the protection of individual rights through the Bill of Rights and concern for states’ rights. (T.C.A. § 49-6-1028)","Describe the influence of James Madison during the Constitutional Convention, and analyze the major issues debated, including the Great Compromise and the Three-Fifths Compromise. (T.C.A. § 49-6- 1028)"
grade-08,8.25,"Analyze the major events of the administration of President George Washington, including: the precedents he set, Whiskey Rebellion, and ideas presented in his farewell address.","Examine the principles and purposes of government listed in the Preamble and stated in the Constitution, including: (T.C.A. § 49-6-1028) • Checks and balances • Federalism • Limited government • Popular sovereignty • Separation of powers"
grade-08,8.26,"Explain how conflicts between Thomas Jefferson and Alexander Hamilton resulted in the emergence of two political parties by analyzing their views on foreign policy, economic policy, a national bank, and strict versus loose interpretation of the Constitution.","Describe the origins of the presidential election process, including the electoral college. (T.C.A. § 49-6- 1028)"
grade-08,8.27,"Explain the controversies that plagued the administration of President John Adams, including: the conflicts with Great Britain and France, the XYZ Affair, and the Alien and Sedition Acts.",Describe the conflict between Federalists and Anti-Federalists over the ratification of the Constitution and the Bill of Rights. (T.C.A. 49-6-1028)
grade-08,8.28,Identify how westward expansion led to the statehood of Tennessee and the importance of the first state constitution (1796). (T.C.A. § 49-6-1028),"Analyze the major events of George Washington's administration, including the precedents he set, the Whiskey Rebellion, and ideas presented in his farewell address."
grade-08,8.29,Analyze the significance of the election of 1800 and Chief Justice John Marshall’s opinion in Marbury v. Madison.,"Explain how conflicts between Thomas Jefferson and Alexander Hamilton resulted in the emergence of two political parties, and examine their viewpoints on issues such as foreign policy, economic policy, a national bank, and strict versus loose interpretation of the Constitution."
grade-08,8.30,"Explain the major events of Thomas Jefferson’s presidency, including:
• Conflict with the Barbary pirates
• Embargo Act
• Lewis and Clark Expedition
• Louisiana Purchase","Explain the significant domestic and international events that impacted the administration of John Adams, including trade conflicts with Great Britain and France."
grade-08,8.31,"Explain the causes, course, and consequences of the War of 1812, including:
• Use of impressment and trade restrictions between the U.S. and Great Britain
• Roles of Andrew Jackson and William Henry Harrison
• Significance of the Treaty of Ghent
• Rise in nationalism in the U.S.",Identify how westward expansion led to the statehood of Tennessee and the importance of its first state constitution (1796). (T.C.A. § 49-6-1028)
grade-08,8.32,Identify and locate the changing boundaries of the U.S. as a result of the Convention of 1818 and the Adams-Onis Treaty.,"Analyze the effects of the election of 1800, including: • Peaceful transition of power • Midnight judges • Marbury v. Madison (e.g., judicial review)"
grade-08,8.33,Analyze the purpose and effects of the Monroe Doctrine.,"Explain the major events of Thomas Jefferson’s administration, including: • Conflict with Barbary Pirates • Embargo Act • Lewis and Clark Expedition • Louisiana Purchase"
grade-08,8.34,"Describe the development of the agrarian economy in the South, the locations of the cotton-producing states, the significance of cotton and the cotton gin, and the founding of Memphis as a center for cotton and the slave trade.",Evaluate the effectiveness of negotiations between the U.S. government and American Indians during the time period.
grade-08,8.35,Analyze the characteristics of Southern society and its influence on the social and political conditions prior to the Civil War.,"Explain the causes, course, and consequences of the War of 1812, including: • Use of impressment and trade restrictions between the United States and Great Britain • Roles of Andrew Jackson and Tecumseh • Impact on American Indians • Rise of nationalism in the United States"
grade-08,8.36,"Identify the conditions of enslavement, and explain how slaves adapted to and resisted bondage in their daily lives, including Nat Turner's revolt.",Explain the purpose and provisions of the Monroe Doctrine.
grade-08,8.37,"Explain the development of the American Industrial Revolution, including:
• Eli Whitney and interchangeable parts
• Emergence of trade unions
• Lowell System
• Role of the textile industry
• Samuel Slater","Determine the role played by Chief Justice John Marshall, including key decisions of the Supreme Court, such as Gibbons v. Ogden (i.e., impact on interstate commerce) and McCulloch v. Maryland (i.e., impact on the national bank)."
grade-08,8.38,Describe how technological developments affected the growth of the industrial economy and cities in the North.,"Examine the importance of the elections of 1824 and 1828, including expansion of voting rights, the corrupt bargain, the spoils system, and Jacksonian Democracy."
grade-08,8.39,"Identify the push-pull factors for Irish and German immigrants, and describe the impact of their arrival in the U.S. prior to the Civil War.","Determine the historical significance of key events of Andrew Jackson's administration, including the battle with the Bank of the United States and the Nullification Crisis."
grade-08,8.40,"Analyze the development of roads, canals, railroads, and steamboats throughout the U.S., including the Erie Canal and the National Road.","Describe the impact of the Indian Removal Act and the struggle between the Cherokee Nation and the U.S. government, including the significance of Worcester v. Georgia and the Trail of Tears."
grade-08,8.41,Describe the significance of the Second Great Awakening and its influence on reform in the 19th century.,"Identify changes to voting rights under the Tennessee Constitution of 1834, including the expansion of voting rights to non-property owners and the removal of voting rights for free African-American men. (T.C.A. 49-6-1028)"
grade-08,8.42,"Analyze the development of the women’s suffrage movement, including the Seneca Falls Convention, and the ideals of Susan B. Anthony, Elizabeth Cady Stanton, and Sojourner Truth.","Describe the development of the agrarian economy in the South, including: • The location of the Cotton Belt • The significance of cotton and the cotton gin • The growth of enslavement • The significance of the planter class and yeoman farmers"
grade-08,8.43,"Analyze the significance of leading abolitionists, including William Lloyd Garrison, Frederick Douglass, Elihu Embree, and Harriet Tubman, and the methods they used to spread the movement.","Describe the daily life and culture of enslaved persons in the South prior to the Civil War, such as jobs performed, punishments and consequences, oral history, and the influence of religion and music. (T.C.A. 49-6-1028)"
grade-08,8.44,"Analyze the role played by Chief Justice John Marshall in strengthening the judicial branch, including the key decisions of the Supreme Court in Gibbons v. Ogden and McCulloch v. Maryland.","Explain how enslaved persons resisted bondage in their daily lives, including passive and overt resistance and Nat Turner’s Rebellion."
grade-08,8.45,"Examine the importance of the elections of 1824 and 1828, including: the corrupt bargain, the spoils system, and Jacksonian Democracy.","Explain the development of the American Industrial Revolution, including: • Eli Whitney and interchangeable parts • Role of the textile industry • Mass production • Introduction of women in the work force"
grade-08,8.46,"Examine President Andrew Jackson’s actions regarding the Bank of the U.S. and the Nullification Crisis, and analyze the effects of these events on the nation.","Explain how technological developments affected the growth of the industrial economy and cities in the North, including working and living conditions."
grade-08,8.47,"Describe the impact of the Indian Removal Act and the struggle between the Cherokee Nation and the U.S. government, including the significance of Worcester v. Georgia and the Trail of Tears.","Identify the push-pull factors for Irish and German immigrants, and describe the impact of their arrival in the United States prior to the Civil War."
grade-08,8.48,Identify that the Tennessee Constitution of 1834 expanded voting rights for non-property owners. (T.C.A. 49-6-1028),"Analyze the development of roads, canals, railroads, and steamboats throughout the United States, including the Erie Canal."
grade-08,8.49,"Analyze the concept of Manifest Destiny and its impact on the development of the nation, and describe the economic incentives for westward expansion.",Describe the significance of the Second Great Awakening and its influence on reform in the 19th century.
grade-08,8.50,"Explain the reasons for and the provisions of the Missouri Compromise (i.e., Compromise of 1820) and its impact on expansion.","Analyze the development of the Woman Suffrage Movement, including the Seneca Falls Convention, and the ideals of reform leaders such as Elizabeth Cady Stanton, Susan B. Anthony, Lucretia Mott and Sojourner Truth."
grade-08,8.51,"Describe American settlements in Texas after 1821, the causes of the Texas War for Independence, the roles of David Crockett and Sam Houston, and the legacy of the Alamo.","Analyze the significance of leading abolitionists, including William Lloyd Garrison, Frederick Douglass, and Harriet Tubman, and the methods they used to spread the movement."
grade-08,8.52,"Analyze the reasons for and outcomes of groups moving west, including the significance of:
• Fur traders
• Mormons
• Oregon Trail
• Santa Fe Trail","Analyze the concept of Manifest Destiny and its impact on the development of the nation, including economic incentives for westward expansion, impact on American Indians, and the territorial expansion of slavery."
grade-08,8.53,"Identify the major events and impact of James K. Polk’s presidency, including the annexation of Texas and the settlement of the Oregon boundary.","Explain the reasons for and the provisions of the Missouri Compromise (i.e., Compromise of 1820) and its impact on expansion."
grade-08,8.54,"Describe the causes and consequences of the Mexican War, including the controversy over the Rio Grande boundary and the Mexican Cession.","Describe the motivations for American settlements in Mexican-ruled Texas after 1821 and the causes of the Texas War for Independence, and determine the legacy of the Alamo, including Davy Crockett and Sam Houston."
grade-08,8.55,"Analyze the discovery of gold in California, its social and economic impact on the U.S., and the major migratory movement (including the forty-niners and Asian immigrants).","Analyze the reasons for and outcomes of groups moving west, including the significance of: • Fur traders • Mormons • Families on the Oregon Trail • Opportunities for women and African Americans"
grade-08,8.56,Explain the reasons for and the impact of the Compromise of 1850 (including Henry Clay’s role as “The Great Compromiser”) and the Fugitive Slave Act (including Harriet Beecher Stowe’s influence with Uncle Tom’s Cabin).,"Identify the major events and impact of James K. Polk's administration, including: • Settlement of the Oregon boundary • The annexation of Texas • Border disputes over the Rio Grande River • Mexican-American War • Mexican Cession"
grade-08,8.57,Describe the significance of the Gadsden Purchase of 1853.,"Analyze the discovery of gold in California, its social and economic impact on the United States, and the major migratory movements including the forty-niners and Asian immigrants."
grade-08,8.58,"Explain the motivations behind the passage of the Kansas-Nebraska Act of 1854, and analyze the effects of act, including:
• Rise of the Republican Party
• “Bleeding Kansas”
• Preston Brooks’ attack on Charles Sumner
• John Brown’s raid at Harper’s Ferry","Explain the reasons for and the impact of the Compromise of 1850, including: • Henry Clay’s role as “The Great Compromiser” • Fugitive Slave Act • Harriet Beecher Stowe’s influence with Uncle Tom’s Cabin"
grade-08,8.59,Analyze the Dred Scott v. Sandford decision and the resulting split between the North and South.,"Analyze the motivations and divisional effects of the Kansas-Nebraska Act of 1854, including: • Rise of the Republican Party • “Bleeding Kansas” • Preston Brooks’ attack on Charles Sumner • John Brown’s raid at Harper’s Ferry"
grade-08,8.60,Explain the arguments presented by Stephen Douglas and Abraham Lincoln on slavery in the Illinois Senate race debates of 1858.,Analyze the impact of the Supreme Court's 1857 Dred Scott v. Sanford decision on the debate over slavery in the United States.
grade-08,8.61,"Describe the election of 1860 and its candidates (i.e., John Bell, Stephen Douglas, Abraham Lincoln, and John Breckinridge), and analyze how the campaigns reflected sectional turmoil in the country.",Explain the arguments presented by Stephen Douglas and Abraham Lincoln on slavery in the Illinois Senate race debates of 1858.
grade-08,8.62,"Describe the outbreak of the Civil War and the resulting sectional differences, including:
• Economic, geographic, and technological advances
• Military strategies
• Roles of President Abraham Lincoln and Jefferson Davis
• Significance of Fort Sumter
• Geographical divisions within states",Describe how sectional division of the United States led to Abraham Lincoln's victory in the election of 1860.
grade-08,8.63,"Explain the significance of the following battles, events, and leaders during the Civil War, including:
• First Battle of Bull Run
• Battle of Shiloh
• Battle of Antietam
• Battle of Gettysburg
• Battle of Vicksburg
• Sherman’s March to the Sea
• Surrender at Appomattox Court House
• David Farragut
• Nathan Bedford Forrest
• Ulysses S. Grant
• Thomas “Stonewall” Jackson
• Robert E. Lee",Describe the significance of the Battle of Fort Sumter and Tennessee’s struggle over the decision to secede.
grade-08,8.64,Analyze the significance of the Emancipation Proclamation and the Gettysburg Address.,"Compare and contrast the Union and Confederacy at the outbreak of the Civil War, including: • Military and political leadership • Military strategies • Infrastructure • Agricultural and industrial strengths • Population"
grade-08,8.65,"Describe African American involvement in the Union army, including the Massachusetts 54th Regiment at Fort Wagner and the 13th U.S. Colored Troops in the Battle of Nashville. (T.C.A. § 49-6-1006)","Examine the goals, strategies, and outcomes throughout the Civil War, including: • The Union's Campaign (e.g., General Ulysses S. Grant) • The Confederacy's Campaign (e.g., General Robert E. Lee) • General William T. Sherman’s use of total war • Control of Tennessee"
grade-08,8.66,Analyze how the writings of Sam Watkins and Elisha Hunt Rhodes illustrated the daily life of the common soldier.,"Analyze the significance and motivations of the Emancipation Proclamation and the Gettysburg Address and their relationship to the Battle of Antietam and the Battle of Gettysburg, respectively."
grade-08,8.67,Analyze the immediate political impact of the assassination of President Abraham Lincoln and Andrew Johnson’s ascension to the presidency.,"Describe African American involvement in the Union army, including the Massachusetts 54th Regiment at Fort Wagner. (T.C.A. § 49-6-1006)"
grade-08,8.68,"Explain the significance of the 13th, 14th, and 15th Amendments to the U.S. Constitution.","Examine the technological and medical advancements during the Civil War, and their impact on the role of women and the daily life of the common soldier."
grade-08,8.69,"Analyze President Abraham Lincoln’s Ten Percent Plan, President Andrew Johnson’s Plan, and the Radical Republican Plan for Reconstruction.","Examine the conclusions of the Civil War, including the passing of the 13th amendment, the Confederate surrender at Appomattox Courthouse, and impact of the assassination of President Lincoln."
grade-08,8.70,"Identify the significance of the Tennessee Constitution of 1870, including the right of all men to vote and the establishment of a poll tax. (T.C.A. § 49-6-1028)","Explain the structure of Reconstruction under the Radical Republicans, including: • 14th and 15th amendments • Five military zones • Readmittance of Tennessee into the Union • Southern reaction to northern presence"
grade-08,8.71,"Analyze the conflict between President Andrew Johnson and the Radical Republicans, including Johnson’s veto of the Tenure of Office Act and his impeachment.","Identify the significance of the Tennessee Constitution of 1870, including the right of all men to vote and the authorization of a poll tax. (T.C.A. § 49-6-1028)"
grade-08,8.72,"Explain the restrictions placed on the rights and opportunities of freedmen, including: racial segregation, black codes, and the efforts of the Freedmen's Bureau to address the problems confronting newly freed slaves.","Examine the conflict between President Andrew Johnson and the Radical Republicans over Reconstruction, and determine the significance of Johnson’s impeachment."
grade-08,8.73,"Trace the rise of the Ku Klux Klan and vigilante justice in the South and in Tennessee, including the role of Governor William Brownlow.","Explain the opportunities for and restrictions placed on freedmen, including: • Racial segregation • Black codes • The efforts of the Freedmen's Bureau • The emergence of vigilante actions by the Ku Klux Klan"
grade-08,8.74,Explain the roles carpetbaggers and scalawags played during Reconstruction.,"Explain the outcome of the Election of 1876, including the Compromise of 1877 and its role in ending Radical Reconstruction."
